,words,label
1734,topshop overalls dungarees distressed usa size full read ebay r,neutral
1735, selfharmmm suicidal staystrong sad anerexic flawed suicide bands tears sadness xad r,negative
1736,getting ready institute john adams amherst mr adams seems perplexed r,positive
1737,euston station train station london england empty now r,neutral
1738,portable soft cloth baby kid intelligence development learn picture cognize book xad r,positive
1739, crushed graham banana flavor creamy vanilla soft serve xad minion approved minionsatmcdo r,neutral
1740, please rt roar compassionate maternity conference birmingham ,positive
1741, twitcamlodorugg tt italia siete migliori ,positive
1742,prize negative children book goes picturebooks grim r,negative
1743, spain paris entertainment portug xad r,neutral
1744,hi hey cam inu babe room turned on visit here r,neutral
1745,deals beauty deals new pairs soft synthetic fiber false eyelashes makeup eye lashes xad ,positive
1746, ticked bucket list r,negative
1747,tropical granola bar hearts raw vegan vibrating health vibrant you r,positive
1748, caring compassionate homecare kalamazoo hha sci hereforyou r,positive
1749, million bags grain destroyed saudis jets yemen muslims tweet this gaza jews news r,negative
1750, animalabuse toronto puppy torture offer reward puppy beaten bound burned r,negative
1751,watch wrecked free online app coming soon indiefilm webseries r,neutral
1752, beautiful dude whole world im overjoyed looking beauty everyone look r,positive
1753, quake map here snapshot numerous quakes rattled fremont area today ,negative
1754,relocation adaptation earth home project brings relief pakistanis reeling floods r,positive
1755, brain must distressed get ,negative
1756, later life audrey hepburn spent many years africa helping helpless r,neutral
1757,grandparents died years later less week apart r,negative
1758,nabei times bulimic undergoing depression first fat became r,negative
1759, ,neutral
1760, paul kelly abbott government lives borrowed time libspill auspol r,negative
1761, disney lies every day good hair day yeah right ,positive
1762, wow i speechless game got most marketable jury award thanks everyone participated r,positive
1763, vin diesel names daughter pauline honor late fast furious co star paul walker r,positive
1764,feeling dismal take quiz r,neutral
1765, resistance movement needs help enlist donate today get belligerent r,neutral
1766, ouch tootight wrong texture haircare tradingstandards shrewsbury robbery r,negative
1767,miss hinton visited today ticked number rmgoingout list r,negative
1768, islamic center houston burned morning land free home brave r,negative
1769, shape shifting system allows visually impaired see colors vision r,neutral
1770, foug retour aux sources hier belle soir avec le talentueux corson et ses zicos fond sur sc kiffe r,positive
1771,heeheehee confliiiiiict go dipper intimidated guy r,negative
1772, want go looking wild desekittens karlie busy nyu r,neutral
1773, february winter rainy stormy windy wednesday evening love happy positive passionate calm fun uk r,positive
1774, people fall love mysterious ways ,positive
1775,terrifying true story innocent balloon festival crippled city weeks ,negative
1776,yay gonna get stuck this hope good breakingbad bettercallsaul excited r,positive
1777,cars deals set red black auto car seat covers wheel cover head rests xad ,neutral
1778,looking home wonderful hunter please dm ideas rescue abandoned homeless needsachance r,negative
1779,kung maging tayo sayo lang ang puso ko black white happiness eyebags r,positive
1780, february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun reading r,positive
1781,heated af second pair supposed skipper blue glass blue r,positive
1782, exclusive we teamed current premiere new song titled paralyzed htt xad r,positive
1783, lehmann must convince bewildered australia really hiccup says r,negative
1784, tone gold mmx mm huggy huggies hinged hoop earrings r,neutral
1785, dream escape times great difficulty extreme sleep depression r,negative
1786, chat shit behind keyboard nobody ever come devastated world boxing like mike tyson ,negative
1787,eeek love kitchen finally finished kitchen finished blueandpink floral baking love r,positive
1788,omnipresent inept government fbi put gun roof xafs hands r,negative
1789, tiny guy inspired recent doodle neglected scan r,neutral
1790,ms gill lectures abt rule law texts class flabbergasted befuddled vexatious r,neutral
1791, absolutely thrilled announce asda xafs raised whopping us thank you r,positive
1792, networking professional ,positive
1793,whoop neeeearly valentines last year anything go by year onrail spoiled excited romance r,positive
1794,rliesa beauty tips refurbished diablo swiss tattoo rotary machine red medium stro xad ,positive
1795, motivationmonday faith came us starved neglected days them ,negative
1796, cncentre aglow northernstory r,positive
1797, swing high gear new furious trailer imaxsummer r,neutral
1798,bring it going freaking awesome rockorbust thunderstruck highwaytohell r,positive
1799, poche ore dalla partenza questa splendida due giorni di brain storming e ci sono prime vittime hackwine r,neutral
1800, leeds frankfufans got pretty heated friendly match ,negative
1801,ladybird get here i stumped great weekend cricket despite results r,positive
1802, bluejay snow lorraineb bird canada nature ontario wild winter r,neutral
1803,til woman multiple husbands occurs rarely isolated tribal societie xad r,neutral
1804, photo r,neutral
1805,wow r,neutral
1806,guess finally seeing taylor swift conceadoring since r,positive
1807, valentines day edit fantastic day everyone spend today cherishing people love r,positive
1808, nsa captured evil side valentine day perfect tweet r,positive
1809, sisters real mvp valentinesday r,positive
1810, josh delighted r,positive
1811, happy birthday babe hope finding jesus lots fun camp miss r,positive
1812, xbd xbd xbd xbd ,neutral
1813,breathtaking photos abandoned places r,negative
1814, delighted note shortlist coming ray xafs centenary ,positive
1815,history worshipful society apothecaries london pharmacy r,neutral
1816, takin nudes bae someone opens door r,neutral
1817,sunderland bid hails first year success ,positive
1818, try talk crush get nervous r,negative
1819, still comments broken wingmirror vw dontbuytheirhouses untrustworthy r,negative
1820,check friends cd ,neutral
1821, shoes vans hi black white original classic canvas us men size hi r,neutral
1822,punishing everyone insecurities caused another con depression r,negative
1823,new review blog imperfect princess catherine blakeney r,positive
1824, desolate landscape later recreated studio designer stuawalker thesavages r,negative
1825,fast furious movie collection dvd box set van diesel movies dvd bluray horror xad r,neutral
1826,feel psalms class thrilled jennmemes r,positive
1827, working marieclairemagazine r,neutral
1828,airus crashes onto deserted island harmony ever find way back home r,neutral
1829, houses yemen destroyed saudis muslims tweet this gaza jews un resolutions news r,negative
1830, cloud key memorable user experiences podcast w marc boudria r,positive
1831,thank u understanding heashining smile i want kiss aching everywhere getwellsoonminho ,positive
1832,wee cut ,negative
1833, pillar democracy damaged democracy india r,negative
1834, thank support happyhair crazy makeithappy makeupartist hair r,positive
1835, team pait sign volunteer r,positive
1836,feeling dispirited take quiz r,neutral
1837, elchapo left prison like r,neutral
1838, thetruthcaster ,neutral
1839,may bago na naman akong kaka adikan hopeless r,neutral
1840, fear instantly improves vision decision making learn what healthy r,positive
1841, early run really dig place hoping springarcade vibrant soon mydayinla r,positive
1842, ahhhh sweet smell loneliness air today r,positive
1843, definitely good home empty supertubes r,positive
1844, delighted welcome see progress ,positive
1845,new wired usb game pad controller microsoft xbox black free shipping full read b xad ,neutral
1846,oh my another cake slid around box hahahaha looks like ruined r,positive
1847, distressed brown africa print pattern cowhide leather thick oz mm r,negative
1848, bought from one hint online help desperate wantwantwant r,neutral
1849, passionate podiatrist lovenhs r,positive
1850, face value junk silver coins mixed r,neutral
1851, nigga bouta get us dissed wyd ,negative
1852,nada de novo tudo j foi visto muito por a xaa mas ainda t o atual adoro valentino shoes destroyed jeans de xad r,neutral
1853, guardians ras ghanada abu dhabi xafs vibrant coral reef r,positive
1854, light hearted funny bit mystery lot bad decisions sale r,positive
1855, dvd brd xac xbd xcelisa mermaid xcflisa xac xbf xed xce xed xaf xce xea xdf xca htt xad r,neutral
1856, pushing gloomy dull day kent seem dodging showers quite well far ,neutral
1857,alzheimers depression link health dementia ad r,negative
1858,don xaft get burned hotseat mobile tuesday r,positive
1859, wonderful turner field tour today excited baseball season thanks r,positive
1860,happy bday jo mommy love u r,positive
1861,feeling downcast take quiz r,neutral
1862,disturbed jiggly croc bounce house r,negative
1863, ptc map philadelphia showing street car bus subway elevated lines r,neutral
1864, hours kim kardashian designer world make dizzy ,positive
1865, sean riding strong georgia games crit today r,neutral
1866,vibrant young man could tonight likes sports guns dude fav want tonight r,positive
1867, super cool spoonies rule sending hugs love spoonie lupus fibro chronicpain depression ptsd aspergers r,positive
1868,last saturday damaged fucking cunt r,negative
1869, fit fitness muscle motivation stilettos superwomen strong superwomen provocative protein blondie xad r,positive
1870,guess i never meet hopeless r,neutral
1871,game im extremely ill tempered r,positive
1872, lewis hamilton empty seat wimbledon turned away story r,neutral
1873,adopt happiness habits greater productivity r,positive
1874, american silver eagle dollar key date low mitage blemished ,negative
1875, california gloomy weather got like r,neutral
1876, husbandsrraped h xad r,neutral
1877, nice nice r,positive
1878, xad ,neutral
1879,black distressed rustic sideboard cupboard full read ebay r,neutral
1880, everything let love hope dream crazy r,positive
1881, salute hunger striker khaderadnan defeated israeli jails sacrificing life sake palestine r,positive
1882, shameful day shunned know anyone photo r,negative
1883, crazy lie legit crazy r,positive
1884, youtube star reflects turns r,neutral
1885, love exo double million seller cant cut cake ,positive
1886, photo makes first trip melwood lfc player ,neutral
1887, carbonone pacannot replaced notimpressed lastsalifetimenot broken r,neutral
1888, xaa xdc xdd xee xda xdd xdd xdc xde xac xda xea xda xdf xdd xdd xac xdc xdf xdf xdd xac xdc xaf xdd xda xdc xda xae xaf htt xad r,neutral
1889, congrats first scholars finished yrs early got tech jobs scholarships barsanmiguelbk ,positive
1890, soutmanf stand thursday laser cut weld r,neutral
1891, beat midweek blues win badger cheerful mind balm follow enter uk closes htt xad r,neutral
1892,sneak peek best wishes cover shoot pregnant cover gal aglow wardrobe ,positive
1893, catsoftwitter meet george cat david bowie eyes abused neglected shelter cat adoptdontshop h xad r,negative
1894, thrilled announce title upcoming album original high theoriginalhigh r,positive
1895, miss pac man broke desperate pay day pay per view numbers joke r,negative
1896, rwilly hellagrip smith feeble f xad r,negative
1897, we xafre also thrilled welcome stage actors jacob evie frye r,positive
1898,anger jully sun ,neutral
1899, worried avfc utv r,neutral
1900, happening now ferguson hires interim police chief andre anderson watch live ,neutral
1901, sublime sachertorte dark chocolate jaffa jovial joy plate chic ragous delight foodporn htt xad r,neutral
1902, fight ht xad r,negative
1903, cpr odds are cpr wrong r,negative
1904, xbb xad xca xba xbf xcd xcf xab xda xad ,neutral
1905, one fun drive compact cars looks good r,positive
1906, luke smiling important tummy flips excitement joy happiness knowing happy r,positive
1907, hair goals ,positive
1908, want live r,neutral
1909,feeling feline love tonight trapped catladyproblems ilovemycat r,positive
1910,feeling gloomy take quiz ,neutral
1911,loving neon colours moment what favourite orange vibrant colour xad r,positive
1912, miffed benghazi chairman state gave articles richard gere r,neutral
1913, ago lost miss u zippy many plans hugged you ripjanie x r,neutral
1914, vietnam nhatrang reso city southchinese sea south islands wild beach fun enjoy vacation antorro xad r,positive
1915, look overjoyed ,positive
1916,scored winning penalty final r,positive
1917, summer far r,negative
1918, weekend want celebrate success strong super talented woman go girl serenawilliams r,positive
1919,argument invalid bitch r,negative
1920,classic response j k rowling made twitter hater mocked serena xad r,negative
1921, flexibleworking working home drives productivity loneliness downside r,negative
1922,vanishing wild steelhead thousands anglers upset r,neutral
1923,cycle high existing home sales plus good signs normalised activity distressed sales share cash buying ,positive
1924, same i like i mocked height ,negative
1925, love guitar picks medium r,positive
1926,lmfao hot girl selfies ruined r,positive
1927, someone else riding horse he giving hard time r,negative
1928, much fun love enthusiastic pick day ,positive
1929, maggie calm gentle medium size dog lookg foreverhome adoptdontshop plse ,positive
1930,happy valentine day promoted love trends today truly shocked r,positive
1931,cure entrepreneur loneliness also solve latesttrend ,negative
1932,ynn io wink promise simple afforda via mashable r,neutral
1933,so have come product service based picture any ideas stumped r,neutral
1934, looks like judged top bigbang bigbangmadeinsg madeinsg ,positive
1935, happy black white bedroom selfie just finished homework brendan de faria r,positive
1936,energetic group dedicated teachers learning together a m summer ,positive
1937,new artwork sale cardinal crest aglow digital art ,neutral
1938, delinquent budakjahat ,negative
1939,shomovie director cut ,neutral
1940, spiritstallionofthecimarron spirit horse horses equine cavalo caballo cavallo wild wildhorse mustang m xad r,neutral
1941,man finds old picture girlfriend shocked r,positive
1942,drunk driver seeks save lives inspiring redemption paralyzed wheelchair jesus r,negative
1943,get distressed much take quiz ,neutral
1944,tunbridge wells wonder takers speechless r,neutral
1945,sul e norte inferior r at de s ,neutral
1946, startled scream accidentally throws box chocolate face r,positive
1947, february winter rainy stormy windy tuesday night love happy positive passionate calm joy dancing r,positive
1948, denmark prime min intimidated china attacked fr meeting tibet r,negative
1949, mom asked looked exasperated r,negative
1950, h xad r,neutral
1951,melancholy haruhi suzumiya mikuru asahina figma figure ya r,neutral
1952, crippled still looking good r,positive
1953,jon threw backflip died donttalktome depressed r,negative
1954,get distressed much take quiz ,negative
1955,true hu liedto used broken loved cold hearted r,neutral
1956,great ride today nice cool pretty quiet too eagles nest win baby folk fest glad left early r,positive
1957, passionate novelist public speaker fitness trainer wait feb r,positive
1958,fxstreetnews gbpusd buoyant near via twitter ,neutral
1959, retweet save life forsaken us r,negative
1960,think safe say i never infatuated love someone never want another valentine r,positive
1961, leftovers use protein quesadilla w cheese red onion side roasted saut vibrant veggies r,neutral
1962,swear niggas suckas catch lacking look tilt hat act like exist r,negative
1963,can wait see batbd episode tonight guest star excited ,positive
1964, delinquent au ,negative
1965, tainted says ayan ali weeks pregnant here proof he forever liar n discredited ht xad r,negative
1966,overwhelmed responsibilities r,negative
1967,washed athlete softball playoffs stastretching hour half game r,negative
1968, alabama police officer arrested video shows slamming grandfather ground r,negative
1969,panicky black arkais order ,neutral
1970, xbe xce xeb xba xcb xbd xec xcf xab xaf xbb xba xcd xac xddd xec xaa xea xde xee xbdk xbb xca xea xde xce xfe xcb xce xaf xbf xbd xec xed xeb xcf xef xed xab xbe xed xaf xaa xee xde ,neutral
1971,i stuck past i marooned present r,negative
1972,tales evil phd supervisors story vacation r,neutral
1973, got power spoleto umbria italy spirituality r,positive
1974, zayn onstage melbourne n im speechless r,neutral
1975, sure caption this horrified r,negative
1976, happy birthday shoutout defensive back r,positive
1977,york wallcoverings jewel box shimmer x geometric distressed wallpaper ,neutral
1978, intense episode ever r,neutral
1979,bell rs servo black grey white glossy medium motorcycle helmet full face r,neutral
1980, ,neutral
1981, realize attached someone r,neutral
1982,someone needs explain going picture befuddled crazy r,neutral
1983, use desperate r,neutral
1984, week voting rights trial gets heated ,positive
1985,antique white filligre gold diamond ring w trillium cut blue sapphires r,neutral
1986, abandoned six flags new orleans ,negative
1987, thug af soft spot rainbows r,neutral
1988, tom cruise sitting top burj khalifa mission impossible ghost protocol r,neutral
1989, used look like john travolta mortified changed it ,negative
1990, world destroyed evil watch without anything r,negative
1991, lyon sisters suspect told police girls likely abducted raped burned ,negative
1992,pittsburgh iap skylight above always makes think below invalid r,neutral
1993,elegant natural top intense purple uruguay amethyst sterling silver earrings r,neutral
1994,bottomless peach sparkling champagne good idea r,neutral
1995, happy birthday dearest wonderful year always talented energetic super girl ,positive
1996, every sings song incomplete another whispers back forever song foreverwarrior foreverlution r,positive
1997,first liter falls bag ft rocket launch huge puddle pop baffled bagfail r,neutral
1998,cant deny slightly taken aback lifted head saw placed head yu get it r,neutral
1999, freedomforpalestine freedomforgaza world speaks uscongress israel apartheid racism humanity deficient un r,negative
2000,remember energetic tell wanna buy fussy girl r,positive
2001,trying new summer brunch menu sparkling mimosa bar r,neutral
2002,aveces yo nose si pierdo el tiempo ven qu xaatame esta confusi xaen dime si quieres lo mismo que yo r,neutral
2003,q vascular territory infarcted here answer foamrad foamed radiology r,negative
2004, going run look like later crabby r,neutral
2005, oren best shofilm hriff so incredibly stoked thrilled overjoyed love involved h xad r,positive
2006,cheeky close tattoo sad blue bleak robtallon tattooer cheltenham uk bearded nofilter traditionaltattoo r,negative
2007,crabby mac n cheese farmers market omelette bloody mary brunch baltimore r,neutral
2008,check deal robotic care rbt massager neck shoulder back waist heated acupr xad ,neutral
2009,write quote people use awesome feeling book asset never gets depreciated r,positive
2010,enthusiastic gleeeeeeeeeeeeeeeeeeee r,positive
2011, melkkoeien thuis hebben betere weidegang dan het wild oostvaardersplassen r,neutral
2012,year first time i doting kouhais normally i like r,neutral
2013, a arte photo artist retrato mujerespoderosas miradas photoshop design horror fear r,negative
2014, nice entire day devoted care much about happyvalentinesday r,positive
2015, indignant que la gent s d r,neutral
2016, going surgery torn shoulder tendon alarmed paper pants think i wear head ,negative
2017, black ,neutral
2018, mr vijay ram s a v e farm who helps farmers adopt zero budget natural farming subash palekar r,neutral
2019,authentic pandora sterling silver sparkling primrose cz bead full read ebay r,neutral
2020, excited show new bongo campaign follow see new pics ,positive
2021, kerrydarksky chris hersman systems engineer new horizons imagine ecstatic right now hip hip r,positive
2022, valentines ordinary wild love greenwich r,positive
2023, listen up little monsters sing ahshotel evil fabulous though yasgaga sdcc h xad r,negative
2024,cell phone usa samsung galaxy note iii sm sprint black white gold a ,neutral
2025,extremely honored announce two artists coming eauxclaires july ecstatic r,positive
2026, excited freesexchatrooms asia mfc myfreecam ,positive
2027, going child violate butttt i grown shook r,negative
2028, wired money bbva ventures startup stage pitch sessions via juice li fintech r,positive
2029, february winter rainy stormy windy tuesday night love happy positive passionate calm joy fun coffee r,positive
2030,energetic training today san antonio new dollars new partners trainees r,neutral
2031,come get good quality brazilian hair soft thick bundles prices low shop r,positive
2032,probably cruelest dad prank ever ,positive
2033,reeling to dnow last week register register dnowinvitelines r,neutral
2034, monday awesome successful week smile happy smallbusiness energetic r,positive
2035, humedam afroesc zippy gopro spektrum hobbyking fpv immersionrc fatshark t xad r,neutral
2036, fiesta de la nueva serie de robekirkman outcast en el andaz hotel r,neutral
2037, post match dean smith furious penalty debacle wfc r,neutral
2038, celtic greatest hero exposes psychology dunces let murder r,negative
2039, terrible terrible statement a a gill hang god forsaken head shame r,negative
2040,found cool photo mine brothers nephews boys brothers caring instafamous xad r,positive
2041, s un trailer de outcast la nouvelle s sign robertkirkman r,neutral
2042, real life wrecked ho r,positive
2043, tagstagram love friends tagstagram photooftheday selfie amazing followme look in xad r,positive
2044,thrilled share film tocando la luz touch light int doc feature award r,positive
2045, rtf ff r,positive
2046, jk youthcongress protested bjp pdpgovt dy cm nirmalsingh effigy burned non allotment aiims injammu ,negative
2047,hip hop electro brings energetic variety genres join tonight chicago industry alliance r,positive
2048, blackberry classic black brand new camera deals uk r,neutral
2049,try yummy ice cream flavours brighten gloomy day ,positive
2050,cooper brings weak shit lane thrown r,negative
2051, j k rowling serves best response twitter troll body shamed serena williams r,negative
2052,troubled low self image take quiz r,neutral
2053,cell phone usa bluetooth smawrist watch phone mate cell phone sim card black xad ,neutral
2054,live music acute boltons pop rock heroes bringin u vibrant selection classic songs r,positive
2055, xad ,neutral
2056,intense game tic tac toe tinderproblems ,positive
2057, isnt lovely like middle night really dark gloomy cold r,negative
2058, lmfao nigga heated r,positive
2059, major restyle hale using illumina love vibrant r,positive
2060,boys laying ledge tortured dcfs r,negative
2061,crazy hair yolo ,positive
2062,also spray painted sinkhole centerfield r,neutral
2063, he like energetic five year old love much r,positive
2064, heartbreaking moment realise got sparkling water instead still r,negative
2065,left right minsky us early grim r,neutral
2066, offer rejected torino maksimovic close snap acmilan keeper gabriel r,negative
2067, lively educative trip lil ones big thanx montage hotel pradip l a colleges work r,positive
2068, dogs sweaters found abandonded what happen r,negative
2069, migrant traditionalfishers living edge nosy manandra barren isles madagascar r,neutral
2070, abandoned power plant belgium looks like something x men see more travel r,negative
2071, ,neutral
2072, take fitgurus athlete new full body conditioning workout intense r,positive
2073, ,neutral
2074, wow overwhelmed excitment support super happy finish gold panam games thank r,positive
2075, isis militant killed isf destroyed car bomb anbar statement f p r,negative
2076, bitter get better ,positive
2077, r,neutral
2078, lead temptation space r,neutral
2079,painting petrified painting ,neutral
2080,im really upset r,negative
2081, and smiles around small insignificant r,positive
2082, jin ye makes xad r,neutral
2083, delighted announce launch brand new competition simply follow enter ,positive
2084, there awkward there tiger jason dufner playing practice round together awkward r,negative
2085, ,neutral
2086, tbt wore hat cause matches still shamed r,neutral
2087, excited see wins giveaway tonight stay following fantastic mothersday bundle xad r,positive
2088,chillin xdd xda xda xdf designerdaily party intellectual wine bread blacknwhite chaotic vodka glass vsco vsc xad r,positive
2089, vmw nice pop back rejected far level big resistance coinciding ,neutral
2090,ufc louis smolka irish fans belligerent i going ufc xad r,negative
2091,vans mohikan camel suede women fashion sneakers size medium full read ebay r,neutral
2092, blackandwhite photo spika triptoparis in baggage xdc xda r,neutral
2093,luminosity beach festival afterparty june more danger damaged openup r,negative
2094,get flustered much take quiz r,neutral
2095,imperfect parents want forgive join club r,positive
2096,thunderstruck thunder mountain brotherhood thompson vicki lewis good book r,positive
2097, kind sisters pic love much r,positive
2098,something passionate generates contagious positive vibe r,positive
2099,appalled benzema ,negative
2100, chapo new black r,positive
2101,happy anniversary wonderful parents years still going strong r,positive
2102, terrorists frightened what nazi propaganda gunsense advocates spew nothing fear ,positive
2103,keep real bleeding heavalentine xafs day cake r,positive
2104, people say sdcc love fest two standing badly injured hours one helping r,negative
2105, news that xafs fit eat neglected veggies expensive almonds corn syrup vs sugar r,negative
2106, icymi worst apartment ever for rent ad ridiculed social media r,negative
2107, storms miss lake ontario sky aglow evening itsamazingoutthere ,positive
2108, churchill sits one damaged chairs hitler bunker berlin r,neutral
2109, xaethe school good evil soman chainani answers questions on evernevertv ,neutral
2110,heinz spectacularly miss point anti dad accusations dadsareparentstoo r,neutral
2111, best advice heavy day squats keep now trainhard intensity focus power strong gbo r,positive
2112, homicide spike demoralized force poses tough challenge new baltimore police chief r,negative
2113, class signed we turning focus class ready thunderstruck r,neutral
2114,super busy kid college boy terrifyingly hectic schedule whos whit panicky struggling calculus paper ,negative
2115, dear anita finest regard far total elated valentine day mmxv florida r,positive
2116, polis suru len ece din karacaahmet mezarl cenaze t renine kat lanlara plastik mermi s kt ,neutral
2117,reeling years gay men perspectives age ageism tim bergling ,neutral
2118,roll high summer fashion can get enough prints goodbye drab hello fab vibrant gorgetextiles r,positive
2119, getting really incensed w gop public displays disrespect potus america karma due uniteblue r,negative
2120,happy birthday favorite diva thank always driving around buying chicken fries love you ,positive
2121,feeling dispirited take quiz r,neutral
2122, crpfjawan manning deserted road curfew anniversary execution afzalguru srinagar r,negative
2123, frightened i come soyou love tommyxxx ,positive
2124,shouldnt question even young ones confused flustered yalls bullshit r,negative
2125, tb last night pre partayy team trance techtrance rave trancefamily savetherave damaged r,negative
2126,powerful alcohol powerless r,positive
2127, progressives idolizing tactics hamas adults raising baby racists r,negative
2128,neglected years guys found farm is r,neutral
2129, bitches love me can get em xac xeb xfd xbf xfd xfd xbe xad r,positive
2130,diego costa am passionate r,positive
2131, broken flat noedges gram grain r,neutral
2132, theantler onlysambates bruuuh breakingbenjamin hopeless r,negative
2133,double cream less fat make single cream stumped r,neutral
2134, xaa xcf xfa ,neutral
2135, kavya goes shah rukh khan r,neutral
2136,freshly bought lps sharp shapes thrown sleeves could happyvalentinesday r,positive
2137, many black americans see become increasingly infuriated change needed r,negative
2138,still respect man speechless nbc suspends brian williams mo without pay r,positive
2139,best friend incredible going make emotional kind hearted girl r,positive
2140,defeated baba yagas next one royaloak houston friendsforever r,positive
2141, maragall un meeting d es indignant portar lo l es un emotivo encuentro superguai r,neutral
2142, evil corrupted purest beings god forsaken planet hope left us n ,negative
2143,followed forfeit shook forfeit quakergrit r,neutral
2144,here news brandambassador almalasers india excited alhamdulillah xad r,positive
2145, top shot roads aglow r,positive
2146, zippy es somos expertos en la creaci xaen de modelos de negocio r,neutral
2147, february winter rainy stormy windy wednesday evening love happy positive passionate calm fun uk r,positive
2148, things get heated rehearsal henry everett salisbury oliver boot mowbray carlisle richardii ,negative
2149, fans r passionate completing theborgias w neverstop campaigning nycc ,positive
2150,treating teen depression antidepressants r,negative
2151, fuming fiery angryyoungman shlok outstanding expression perfect attitude r,positive
2152,fantastic show sophia bulgaria r,positive
2153, thank amazing talented loving caring human harryappreciationday ,positive
2154, harry honestly biggest heart he caring person he truly angel harryappreciationday ,positive
2155, vivelevelo dwv ,neutral
2156,fishing little slow flowers vibrant beautiful mpls r,positive
2157, frozen cold canada winnipeg natural photography a snow ice deserted shed r,negative
2158, serious sibling rivalries intense r,negative
2159,feeling despondent take quiz r,neutral
2160, take moment realize long hair depressed throwback r,neutral
2161,seen fahlo cut cut r,neutral
2162,reeling better joy fishing surfcasting surffishing r,positive
2163, fair everything makes want scream anger r,negative
2164, hot chocolate whipped cream r,neutral
2165, cool know im impotent r,negative
2166,home decor hand painted sign rustic interiordesign etsy r,positive
2167,looks like old rotten tree trunk here lo r,neutral
2168,get eat diwalking boots inferior submissive dirtyboots that breakfast r,negative
2169, toh batao anda pehle aaya ya murgi intense veera onset shooting acting interrogation r,neutral
2170, warning disturbing video needs attention dogs beaten death leather abuse r,negative
2171, sometimes thrown live rotating drum removes fur boiling water uncivilised r,negative
2172,made loving me r,positive
2173, xeb xec xdd xbb xbf xca xcb xbc xde ,neutral
2174, heaaching ,negative
2175, value comparisons took strengths others depression r,negative
2176,tanuj garg broken healoves deeper heanever hurt xad tweetsnow in r,positive
2177,use products clients hair custom made haircare essentials haircare hair damaged r,neutral
2178, desperate times calls desperate measures watch ,negative
2179,yes johnny rotten gooner argument invalid spud fans coyg foys arsenalfc atid r,positive
2180,petrified cut hair needs done ,positive
2181, r,neutral
2182, silence andreitudoran b r bars building buildings car cars cold empty r,neutral
2183, cheetah eyes namibia print contact wild r,neutral
2184, girlfriend fianc overjoyed tobemrswebb r,positive
2185,tips run heat r,neutral
2186,panicky streak misty arkais order ,neutral
2187, hype r,neutral
2188,feel crushed low self image take quiz r,neutral
2189, mexico grajales overjoyed triathlon gold young cdns a yorke t mislawchuk rising cbcpanam r,positive
2190, pro football coach beat child threatened family beach chair r,negative
2191, plutoflyby learning planets child i ecstatic see beautiful photos nine within lifetime htt xad r,positive
2192, my therapist taught stathinking anxiety panicky friend it xafs working r,positive
2193, five year old girl crushed death tree east london park ,negative
2194, a k a john waters scooby doo remake r,neutral
2195, lost sneakers israel use grandmas r,positive
2196, best hairstyles medium wavy hair r,positive
2197, black diamond r,positive
2198,solved tricky issue wisden storage new house exasperated wife pictured malesolutions cricket r,negative
2199, le mec n pas boug en ans r,neutral
2200,going stores crippled like r,neutral
2201,laying around feeling burn shoulders lift workout strong likeagirl r,negative
2202, im judging r,neutral
2203, wild kitten spotted blairstown nj tildecam ig imaakim r,neutral
2204,lab line heated shaking water bath orbit shaker beautiful shaker ,neutral
2205, shades black winning r,positive
2206, pages later second draft first ever novel completed inseheavy sigh here amwriting finished r,positive
2207, i bot lane smh hopeless r,neutral
2208,another beluga baby georgiaaquarium causes concern tube fed blackfish r,neutral
2209,glad moment over mortified somanypeoplesaw yikes r,positive
2210, blinky cat sibling shy skittish fussed r,positive
2211,one crush me im strong crushed something drax destroyer would say guardiansofthegalaxy r,positive
2212,reeling better joy fishing travel r,positive
2213, week old puppy photoshop strong r,positive
2214, cigarette death depressed r,negative
2215, iran changes law make divorce invalid without first attempting state run counselling r,neutral
2216, meek locked wearing free meek shirts drake ,neutral
2217, itz witch mabel for r,neutral
2218, new tips handling anger anger issues love relationship r,neutral
2219, demi describes loving passionate she like think funny ,positive
2220,photo deeper life pastor enahoro heals crippled hausa man ketu lagos share r,negative
2221, ,neutral
2222,en la suena thunderstruck de acdc pero cu nostalgia la puta madre r,neutral
2223, going child violate butttt i grown shook r,neutral
2224,assassin creed iv black flag sony playstation ,neutral
2225,helpless woman never expected man its rea ,negative
2226,happy good evening meet fine scene sweet r,positive
2227, guys acted like girls go watch girl i sorry offended h xad r,negative
2228,disgraced speaker bronnierobishop face choppers r us ,negative
2229, cut hair feel immensely regretful whole thing r,positive
2230, un placer compartir vestuario contigo elmejorporterodelahistoria mucha suerte en tu nuevo reto amigo xad r,neutral
2231, jfb ,neutral
2232,ofc office cold beer fish chips destress distressed r,positive
2233, abandoned swimming pool taken nature ,negative
2234, woman and party are disgrace utter capitulation servitude inept corrupt suppotorys sack r,negative
2235, forum discuss takeover zero confidence state interest helping distressed schools r,neutral
2236, moe bot maid outfits make flustered toaruseries r,negative
2237,mientras tanto en galeras rock r,neutral
2238, pic australian blue cattle dog pup fb feed cute r,positive
2239,patient x johannesburkha abandoned clinic decay hospital lostplace r,negative
2240,hows corruption going morning still going strong r,neutral
2241, yyj relationship love ,positive
2242, weeks excited cheltenham r,positive
2243,i always taken aback people befriend ask ask bf favours r,neutral
